KORLIQUOR_ID,KORLIQUOR_NM,KORLIQUOR_CTGRY,KORLIQUOR_PRC
"48367594466","참주가 라봉막걸리 5.5도 650ml 한라봉막걸리 술품질인증","막걸리/탁주","6650.0"
"48367670307","농업회사법인한강주조 한강주조 무감미료 나루 생막걸리 6도 800ml 경복궁쌀","막걸리/탁주","6370.0"
"48367913101","술픽 서울고량주 레드 35도 375ml x 2병 오크 40도 375ml 세트","일반증류주","54600.0"
"48367959924","안동소주일품 술마켓 안동소주 일품 17도 350ml 증류주","소주","4920.0"
"48368230380","[신세계백화점](골든벨통상)(신세계의정부점)골든벨벨부아르라즈베리레몬코디얼","전통주","4650.0"
"48368246841","양조 증류수 제조 증류주 정제수 발효통 저장 와인","전통주","85900.0"
"48368313681","시트러스 시트러스 혼디주 12도 330ml 감귤 과실주","국산와인/과일주","8200.0"
"48368491917","양반안동소주 양반안동소주 명각코발트 12년산 50도 750ml 잔1","소주","55000.0"
"48368915480","양조장 여과기 증류수 막걸리 와인 포도주 술 주류 증류주","전통주","928290.0"
"48369305461","오버파워푸드 24시간안에완성되는 하루막걸리 250gx6개 막걸리키트","막걸리/탁주","29900.0"
"48369381286","사곡양조원 사곡양조 밤꽃향기 13.5도 375ml 공주밤약주","약주","7140.0"
"48369412457","석이원주조 자자헌주 17도 500ml 송엽 국화삼양주","약주","25000.0"
"48369642412","두술도가 두술도가 희양산 생막걸리 15도 650ml","막걸리/탁주","10920.0"
"48369963305","선운산복분자 흥진 복분자와인13도 300ml","복분자주","3720.0"
"48369987498","산머루마을영농조합법인 산머루 농원 감악산 머루주 360-12%","국산와인/과일주","6480.0"
"48370269195","Generic 국순당 막걸리 쌀 (요리) 와인 오 널 750ml/264floz (4개팩)","막걸리/탁주","112420.0"
"48370498460","해치소주 22도 375ml","소주","13000.0"
"48371098586","스텐 증류기 가정용 오일 추출기 발효통 양조기","일반증류주","248700.0"
"48371141304","BODYARMOR LYTE 스포츠 음료 저칼로리 스포츠 음료-키위 딸기","전통주","85950.0"
"48376229139","프리미엄 복분자 슈가 유리병 320ml 인쇄 각인","전통주","3818.0"
"48376344165","프리미엄 복분자 슈가 유리병 320ml","복분자주","3818.0"
"48378150300","농업회사법인한강주조 한강주조 나루생 막걸리 11.5도 500ml 성수동 막걸리 생활의달인 나루 생","막걸리/탁주","11000.0"
"48378159375","술픽 막걸리 입문 세트","막걸리/탁주","14300.0"
"48378160752","사곡양조원 왕율주 40도 360ml","일반증류주","15000.0"
"48378163623","전문 080 알코올 굴절계 ATC 알코올 함량 테스터 양조계 위스키 브랜디 보드카 테킬라 중국 증류주 신제품","일반증류주","19040.0"
"48378202274","술픽 참주가 우리청주 11도 375ml","약주","2670.0"
"48378212029","남도탁주 정고집 옛날 생동동주 6도 750ml 나주","막걸리/탁주","2450.0"
"48378245939","술픽 참주가 동해밤바다 17.2도 360ml","소주","3160.0"
"48378306517","술픽 막걸리 입문 세트","막걸리/탁주","12730.0"
"48378349179","사곡양조원 왕율주 40도 360ml","소주","13350.0"
"48378737500","[술픽] 술픽 참주가 동해밤바다 17.2도 360ml","소주","3150.0"
"48378850774","[술픽] 한강주조 나루생 막걸리 11.5도 500ml 성수동 막걸리 생활의달인 나루 생","막걸리/탁주","11000.0"
"48379024025","[술픽] 사곡양조원 왕율주 40도 360ml","소주","15000.0"
"48379235471","남도탁주 정고집 옛날 생동동주 6도 750ml 나주","막걸리/탁주","2750.0"
"48379823803","세정제 성찬 1L 에피클린 원액 x15개 식자재 용품 (WC70DCF)","전통주","253530.0"
"48379971604","가정용 양조기 증류기 술 와인 과실주 증류주  스텐","일반증류주","75480.0"
"48380921770","구리 증류기 정화 술 에센셜 정제수 원액 소주 전통주","소주","379380.0"
"48381999206","가정용 양조기 증류기 술 와인 과실주 증류주  스텐","일반증류주","72930.0"
"48383648351","한산소곡주 한산소곡주 1500ml x 2개(set) 선물용 전통주 약주","약주","41800.0"
"48383660787","한산소곡주 한산소곡주 1500ml 선물용 전통주 약주","약주","20900.0"
"48383741813","한산소곡주 한산소곡주 1800ml x 2개(set) 선물용 전통주 약주","약주","47500.0"
"48383822444","한산소곡주 한산소곡주 750ml x 2개(set) 선물용 전통주 약주","약주","24700.0"
"48383846192","한산소곡주 한산소곡주 500ml x 4개(set) 선물용 전통주 약주","약주","34200.0"
"48383852663","한산소곡주 한산소곡주 750ml 선물용 전통주 약주","약주","12350.0"
"48383903151","한산소곡주 750ml x 2개(set) 선물용 전통주 약주","약주","24700.0"
"48383911122","한산소곡주 한산소곡주 1800ml 선물용 전통주 약주","약주","23750.0"
"48383971704","한산소곡주 한산소곡주 500ml x 2개(set) 선물용 전통주 약주","약주","20900.0"
"48383993799","한산소곡주 500ml x 4개, 약주, 생주, 16도, 전통주, 차례주","약주","30100.0"
"48383994368","한산소곡주 750ml x 2개, 약주, 생주, 16도, 차례주, 곡주","약주","21740.0"
"48384022504","한산소곡주 1800ml, 약주, 생주, 16도, 전통주, 차례주","약주","20900.0"
"48384132742","한산소곡주 1800ml x 2개, 약주, 생주, 16도, 전통주, 차례주","약주","41800.0"
"48384213704","한산소곡주 1500ml x 2개, 약주, 생주, 16도, 전통주, 차례주","약주","36790.0"
"48385044776","술픽 술도가제주바당 키위술 40도 500ml","소주","60000.0"
"48385144518","골목막걸리 프리미엄 12도 350ml 골목식당 백종원 주로","막걸리/탁주","8500.0"
"48385205263","착한농부 예천주복 40 만월 40도 360ml 1병 케이스","일반증류주","18000.0"
"48385206533","술픽 술아원 필40 40도 375ml","일반증류주","57000.0"
"48385242165","술픽 모월 로 25도 375ml","소주","30000.0"
"48385250253","술픽 청슬k 영일만 소주 25도 375ml","소주","9900.0"
"48385353369","술픽 술아원 복분자그라빠 40도 375ml","일반증류주","35000.0"
"48385418134","술픽 국순당 여주명주 려 선물세트 25도 혼합세트","전통주선물세트","44000.0"
"48386153686","목련코디얼 650g 1개 우리꽃연구소","전통주","27350.0"
"48387359943","양조용 전문 Baijiu 레드 와인 및 화이트 와인 발효에 사용 큰  신뢰할 수 있음 500g","전통주","419080.0"
"48388211716","판촉물 고향 풍경 922호 홍보용 인쇄 학교 학원 기프트 행사사은품","전통주","4204.0"
"48388243834","문경바람 선물세트","일반증류주","56100.0"
"48388334068","문배술 40% 천향 선물세트","전통주선물세트","44050.0"
"48389877394","양반 안동소주 3년산 50도 청자 호리병 400ml  잔1","소주","23240.0"
"48389891638","양반안동소주 전통 탈놀이패 이매세트 45도 400ml 60ml 잔1","전통주선물세트","30800.0"
"48390011818","양반안동소주 5년산  전통주 주전자 50도 600ml 잔1","소주","32560.0"
"48390109284","양반안동소주 3년산 양반탈  25도 375ml 4병 1팩","소주","42240.0"
"48396470663","술술상점 막걸리학교 홉꽃 막걸리키트 500ml 3병분량  1개","막걸리/탁주","12600.0"
"48404522780","우리꽃연구소 국화 코디얼  650g  1개입  1개","전통주","23250.0"
"48407548963","증류기 양조기 소형 증류주 막걸리 수제맥주 스텐","소주","113500.0"
"48408870859","증류기 양조기 소형 증류주 막걸리 수제맥주 스텐-A. 12리터","소주","98860.0"
"48408983727","증류기 양조기 소형 증류주 막걸리 수제맥주 스텐","소주","98860.0"
"48409075915","증류기 양조기 소형 증류주 막걸리 수제맥주 스텐-D. 55리터","소주","129460.0"
"48410110351","인퓨즈 위스키 진 보드카용 알코올 주입 키트 성분과 선물 패키지로 나만맛증류주를 DIY","전통주","162260.0"
"48410310086","5개 단위 멍걸리 270ml","막걸리/탁주","40280.0"
"48410396059","인퓨즈 위스키 진 보드카용 알코올 주입 키트 성분과 선물 패키지로 나만맛증류주를 DIY","전통주","164170.0"
"48411154333","1430150 12팩 뉴 핑크 향 나무 로사리 아기 세례 파티 페이버즈 리큐르도스 로사리오","전통주","53600.0"
"48413562883","yj6 비니거(레드와인 디비노 500ml)","국산와인/과일주","7600.0"
"48413915094","술픽 금오도방풍막걸리 6도 750ml","막걸리/탁주","2230.0"
"48414122839","술픽 고려주조 원차례주 11도 700ml","약주","5000.0"
"48414829661","[술픽] 술픽 추성고을 대잎술유리병3병입세트 12도 900ml","약주","15000.0"
"48414867837","[술픽] 술픽 온지술도가 온지몬 10도 500ml 레몬막걸리","막걸리/탁주","17000.0"
"48414888224","[술픽] 술픽 고려원 원차례주 11도 700ml","약주","5100.0"
"48415190290","술픽 금오도방풍막걸리 6도 750ml","막걸리/탁주","2500.0"
"48416323216","세정제 성찬 1L 에피클린 WC70DCF","소주","325850.0"
"48416667980","SYNTHWARE 두꺼운 벽 기울어진 두 목 병 두 목 플라스크 비스듬한 모양 용량 500mL 붕규산염 유리 F41","전통주","38230.0"
"48417566536","오크통 우드 수제 미니 와인 가정용 5L 10L 양조","전통주","44550.0"
"48419239695","한산소곡주 선물세트 750ml x 2개[750ml x 2개]","전통주선물세트","23400.0"
"48419374369","한산소곡주 선물세트 1500ml x 2개[1500ml x 2개]","전통주선물세트","39600.0"
"48419399546","한산소곡주 선물세트 500ml x 4개[500ml x 4개]","전통주선물세트","32400.0"
"48419499264","한산소곡주 선물세트 500ml x 2개[500ml x 2개]","전통주선물세트","19800.0"
"48419623823","인퓨즈 보드카용 알코올 주입 키트 천연 성분과 선물 패키지로 나만의 맛의 증류주를 DIY","전통주","181590.0"
"48419999413","와인 증기선 소주 가정용 양조 장비 주류 순수 증류-50L","소주","293440.0"
"48420023509","와인 증기선 소주 가정용 양조 장비 주류 순수 증류-30L","소주","262440.0"
"48420036941","와인 증기선 소주 가정용 양조 장비 주류 순수 증류-20L","소주","231440.0"
"48420052825","와인 증기선 소주 가정용 양조 장비 주류 순수 증류-기타 용량 별도문의","전통주","231440.0"
"48420065791","와인 증기선 소주 가정용 양조 장비 주류 순수 증류","소주","231440.0"
"48420078719","고창선운산 오디주 대용량 15도 1800ml","복분자주","25000.0"
"48420994523","고창선운산 오디주 대용량 1.8L 15%","복분자주","22750.0"
"48421055374","고창선운산농업회사법인 고창선운산 오디주 대용량 1.8L 15%","복분자주","25000.0"
"48421187885","와인 증기선 소주 가정용 양조 장비 주류 순수 증류","소주","263000.0"
"48421457431","특급증류주 고운달 도자기 숙성 200ml[200ml / 1병]","소주","171000.0"
"48421506590","특급증류주 고운달 오크통 숙성 200ml[200ml / 1병]","일반증류주","171000.0"
"48422930317","실속소주세트 일품안동소주 외 6종 /토닉600증정","소주","31500.0"
"48423851550","5리터 인테리어 오크통 5L 빈티지 참나무 포도주 맥 -와인 레드  1.5리터","국산와인/과일주","27800.0"
"48423853557","5리터 인테리어 오크통 5L 빈티지 참나무 포도주 맥 -와인 레드 5리터","국산와인/과일주","33900.0"
"48424059085","5리터 인테리어 오크통 5L 빈티지 참나무 포도주 맥 -와인 레드 10리터","국산와인/과일주","46000.0"
"48424092934","5리터 인테리어 오크통 5L 빈티지 참나무 포도주 맥 -와인 레드  3리터","국산와인/과일주","30900.0"
"48425020917","부자 막걸리 10%","막걸리/탁주","4900.0"
"48425796974","양반안동소주 12년산 전통주 하회탈유리4545 45도 375ml 2병","소주","52800.0"
"48426668023","고창선운산 오디주 대용량 15도 1800ml","복분자주","22250.0"
"48428938100","12x42mm 막걸리병 약 27g 10개 만들기 학습 재료 공작 공예 과제 방과후 미술 DIY","전통주","4030.0"
"48430198096","프리미엄 고급막걸리 만들기 키트 수제 탄산막걸리 강화 매화마름 무농약쌀로 빚은 술선물 157560","막걸리/탁주","26060.0"
"48430702714","12x42mm 막걸리병 약 27g 10개 만들기 학습 재료 공작 공예 과제 방과후 미술 DIY","전통주","4040.0"
"48431592147","양조 필터 주류 수제 와인 양조장 맥주 막걸리 술","막걸리/탁주","82820.0"
"48434877692","1/1+1 강화판 과일 효소 매실 정통 와카야마 최프리미엄 남고 지방을 태우는 데 충분히 도움이 되기","전통주","46640.0"
"48436139002","고창선운산복분자주1.8L(P)-16.5%","복분자주","25000.0"
"48436255260","고창선운산오디주1.8L(P)-15%","복분자주","25000.0"
"48437311237","술픽 뉴룩 오리지널 4도 500ml","막걸리/탁주","4300.0"
"48437432695","고창선운산 심원복분자주375ml 16.5도","복분자주","6390.0"
"48437699162","고창선운산 심원복분자주 16.5도 375ml 과실주","복분자주","6180.0"
"48437981163","양조 필터 주류 수제 와인 양조장 맥주 막걸리 술","막걸리/탁주","84580.0"
"48438047438","[술픽] 사곡양조원 공주굿밤 20.5도 360ml","소주","7500.0"
"48438109022","고창선운산 심원복분자주375ml 16.5도","복분자주","7020.0"
"48438110022","[술픽] 술픽 낙화곡주 제주우도땅콩생막걸리 6도 750ml","막걸리/탁주","4500.0"
"48438218455","이엠 EM-X GOLD (500ml)","전통주","71010.0"
"48438266260","고창선운산 심원복분자주 16.5도 375ml 과실주","복분자주","6950.0"
"48438320522","Spiritless Kentucky 74 Distilled Whiskey Bundle with Fever Tree Light Ginger Highball Premium ZeroPr","전통주","221600.0"
"48438570340","술픽 오대서주양조장 감자술 13도 300ml","약주","4180.0"
"48439253581","Tobago Keys Peruvian Gold Grilling Sauce 3팩","전통주","57100.0"
"48440234350","옻칠 표주박 막걸리 전통주 전통 나무 조롱박","막걸리/탁주","5185.0"
"48441180805","이강주 조선3대명주 19도 375ml x8병 박스상품 캠핑 모임 대용량","리큐르주","52000.0"
"48441333345","이강주 조선3대명주 19도 375ml x8병 박스상품 캠핑 모임 대용량","리큐르주","46280.0"
"48441466923","이강주 조선3대명주 19도 375ml x8병 박스상품 캠핑 모임 대용량","리큐르주","47320.0"
"48442097143","그랑꼬또 로제와인[750ml 11도]","국산와인/과일주","29000.0"
"48442930015","이강주 조선3대명주 25도 375ml x4병 조선3대명주 소주","리큐르주","52000.0"
"48443194769","힌트 워터 제로 칼로리 레드 버라이어티 팩 (12팩)-패션푸르트 오렌지 구아바","국산와인/과일주","107730.0"
"48443369743","이강주 조선3대명주 25도 375ml x4병 조선3대명주 소주","리큐르주","46280.0"
"48443445360","아론스타트 대구백화점 재영코리아아론스타트 크리스탈 베네딕 리큐르잔 (R형 80ML)","전통주","127850.0"
"48443863626","고창선운산 심원복분자주 16.5도 375ml 과실주","복분자주","7020.0"
"48444847804","[롯데백화점][잇츠앤] () 더블 유기농 셀레 PGM세리에20년 고급선물세트","전통주","477500.0"
"48444851660","[롯데백화점][잇츠앤] () 더블 유기농 셀레 PGM세리에30년 고급선물세트","전통주","525750.0"
"48445113324","[롯데백화점](롯데백화점)(잇츠앤) 더블 유기농 셀레 PGM세리에30년 고급선물세트","전통주","522500.0"
"48445284435","[롯데백화점](롯데백화점)(잇츠앤) 더블 유기농 셀레 PGM세리에30년 고급선물세트","전통주","511500.0"
"48445375838","옻칠 표주박 막걸리 전통주 전통 나무 조롱박","막걸리/탁주","5520.0"
"48445802714","[롯데백화점]잇츠앤 [잇츠앤] 더블 유기농 셀레 PGM세리에20년 고급선물세트","전통주","485000.0"
"48446041218","[잇츠앤] (잇츠앤) 더블 유기농 셀레 PGM세리에30년 고급선물세트","전통주선물세트","477930.0"
"48446080725","[잇츠앤] (잇츠앤) 더블 유기농 셀레 PGM세리에20년 고급선물세트","전통주선물세트","434480.0"
"48446856304","옥주 찹쌀 막걸리","국산와인/과일주","7000.0"
"48446867112","서울효모방 탁주 단홍","국산와인/과일주","24000.0"
"48446869602","옥주 새콤 찹쌀 막걸리","국산와인/과일주","7000.0"
"48446882961","서울효모방 탁주 바탕","국산와인/과일주","20000.0"
"48447059830","[대구백화점 II관] [재영코리아]아론스타트 크리스탈 베네딕 리큐르잔 (R형 80ML)","전통주","128880.0"
"48447233565","와이텔스 키리얀 이상한 카페 순회. 극 탕 세트 V","전통주","130900.0"
"48447740758","나가우타 샤미센 실세트 후지이토 명주실 15-1 3병 세트","전통주선물세트","27037.0"
"48447757668","오키나와 산신용 칠 현 3병 세트","전통주","18028.0"
"48447787695","삼선용 현 2호 3병 세트","전통주","19800.0"
"48447829448","오키나와 산신용 칠 현 3병 세트","전통주","18210.0"
"48447870067","삼선용 현 2호 3병 세트","전통주","20000.0"
"48447874327","지가 삼현 샤미센 실세트 후지이토 명주실 14-1 3병 세트","전통주","26920.0"
"48447912142","나가우타 샤미센 실세트 후지이토 명주실 15-1 3병 세트","전통주선물세트","27310.0"
"48447921799","지가 삼현 샤미센 실세트 후지이토 명주실 14-1 3병 세트","전통주","26651.0"
"48448125545","[잇츠앤](잇츠앤) 더블 유기농 셀레 PGM세리에20년 고급선물세트","전통주","480000.0"
"48448239621","밀담 40도 360ml","소주","12060.0"
"48448278344","[잇츠앤](잇츠앤) 더블 유기농 셀레 PGM세리에30년 고급선물세트","전통주","528000.0"
"48448360437","황금보리 40도 375ml","소주","25000.0"
"48448903532","사곡양조원 공주굿밤 20.5도 360ml","소주","6680.0"
"48448909795","[롯데백화점] 잇츠앤 [잇츠앤] 더블 유기농 셀레 PGM세리에30년 고급선물세트 LE1216902105","전통주선물세트","511500.0"
"48448917552","[롯데백화점] 잇츠앤 [잇츠앤] 더블 유기농 셀레 PGM세리에20년 고급선물세트 LE1216901360","전통주","465000.0"
"48449967655","증류기 DIY 문샤인 에탄올 스테인레스 증류주 보일러 가정 양조 장비 10 리터","전통주","172480.0"
"48450963910","잇츠앤 () 더블 유기농 셀레 PGM세리에30년 고급선물세트","전통주","500000.0"
"48451204333","GeekPi 히트싱크 팬 키트 복분자 Pi 4 3 B+ B 2 Zero/Zero W and Jetson Nano RockPi GeeekPi","전통주","77720.0"
"48451204714","증류기 DIY 문샤인 에탄올 스테인레스 증류주 보일러 가정 양조 장비 10 리터","전통주","160410.0"
"48451476673","잇츠앤 () 더블 유기농 셀레 PGM세리에20년 고급선물세트","전통주","450000.0"
"48452726456","가정용 증류기 소주 증류주 와인 양조장 알코올 기계","소주","92820.0"
"48452932859","국산 막걸리 만들기 술씨 쌀로만 만든 쌀막걸리 양조장 탁주 고급  1개  500g","막걸리/탁주","21450.0"
"48453827937","() 더블 유기농 셀레 PGM세리에30년 고급선물세트","전통주","500000.0"
"48454271709","() 더블 유기농 셀레 PGM세리에20년 고급선물세트","전통주","450000.0"
"48456954090","한올담 샤인머스캣 막걸리 만들기 수제 막걸리키트 칵테일 전통주 DIY  460g  1박스","막걸리/탁주","15000.0"
"48460298767","한번 드셔 비니거(레드와인 보라 500ml) (WC86154)","전통주","20280.0"
"48462038801","애니멀 와인 에어레이터 바 홈 앤 파티용 리큐르 퓨러 페스티벌 선물 말실버그레이","전통주","43180.0"
"48463368038","한번 드셔 비니거(레드와인 보라 500ml) (WC86154)","전통주","20060.0"
"48463397387","감칠맛 나는 비니거(레드와인 보라 500ml)x12 (WC86155)","국산와인/과일주","218690.0"
"48464539506","경주 법주 망고 막걸리","국산와인/과일주","3000.0"
"48464542051","문경 호산춘 18% 700ml","국산와인/과일주","35000.0"
"48464543871","경주 법주 화랑","국산와인/과일주","8000.0"
"48464710085","[전통주] 원매 프리미엄 20도 750ml (1병 20도 (750ml))","국산와인/과일주","39600.0"
"48478286090","고효숙명인 고효숙명인 유기농 감백초 375ml /영암농원과일발효초 (3병구매시 1병더 이벤트)","전통주","37930.0"
"48479265113","ShoppingnT 감칠맛 나는 비니거 레드와인 보라 500ml x12  WC86155 - 쇼핑엔티","국산와인/과일주","218690.0"
"48480830397","막걸리 발효 통 숙성시키는 스탠 숙성 담금주 양조","전통주","61430.0"
"48480897510","5리터 인테리어 오크통 5L 빈티지 참나무 포도주 맥주 3L 술집 5l","전통주","27800.0"
"48485120326","츄와리 레몬 시럽 1800ml x2 칵테일 하이볼 업소용 츄하이 사와 혼술 홈파티 일본 홈자카야 홈바","막걸리/탁주","99600.0"
"48487601456","월출산 기찬 보라 탁주 8","막걸리/탁주","43200.0"
"48487730971","월출산 기찬 보라 약주 13","약주","67200.0"
"48488212270","월출산 기찬 보라 약주 13","약주","65100.0"
"48488244041","월출산 기찬 보라 탁주 8","막걸리/탁주","41850.0"
"48488325763","스탠리 Stanley 전설적인 클래식 파티 전 주류 및 증류주 플라스크 103118","전통주","56100.0"
"48491258848","[무료배송] 얼떨결에 스파클링/옐로2, 민트2, 퍼플2, 동강주조","막걸리/탁주","44000.0"
"48491421697","이벤트 얼떨결에 스파클링 /민트2, 퍼플1, 옐로1, 동강주조","막걸리/탁주","30000.0"
"48491474119","한영석 청명주 13 배치 90일 숙성","약주","30000.0"
"48494552629","한통술 심마니 윌리암 22도 375ml 산삼벌꿀술  1개","일반증류주","30000.0"
"48497216535","Liquid Death 내추럴 스틸 마운틴 워터 18팩-산수 - 스틸 앤 데스 더스트 번들","전통주","173380.0"
"48498623823","애니멀 와인 에어레이터 바 홈 앤 파티용 리큐르 퓨러 페스티벌 선물 말실버그레이","전통주","50200.0"
"48500086041","호빵맨 박물관 시리즈 소주 GOGO 다단","전통주","232190.0"
"48500553643","단, 하나의 작품","소주","112500.0"
"48501193457","보성전통 보성이금숙전통세트3호 (250ml2)","전통주","68510.0"
"48501216292","보성전통 보성이금숙전통세트3호 (250ml2)","전통주","58920.0"
"48501234226","이도 담금주 30도 3.6L 친환경 유기농 소주 증류주 조은술세종 대용량 담금용 술","소주","15000.0"
"48501838063","(방문수령)금산인삼 약주 360ml x4병","약주","25900.0"
"48501883339","조선주조사 14도 300","소주","3560.0"
"48502008134","조선주조사 14도 300","약주","4000.0"
"48502080140","이강주 조선3대명주 19도 375ml x8병 박스상품 캠핑 모임 대용량","리큐르주","49400.0"
"48502362318","[술픽] 조선주조사 14도 300","소주","4000.0"
"48503875175","비니거(레드와인 디비노 500ml)","국산와인/과일주","8210.0"
"48505683710","태평주가 녹두장군 죽력고 40도 500ml 잔2개 선물세트 조선3대명주 프리미엄 증류주","일반증류주","49140.0"
"48505934927","태평주가 녹두장군 죽력고 40도 500ml 잔2개 선물세트 조선3대명주 프리미엄 증류주","전통주선물세트","53400.0"
"48506033265","업소용 증류기 증류수 양조장 와인 제조기 추출기 40리터","소주","189200.0"
"48506379243","술픽 마마스팜 게이샤 33도 350ml","일반증류주","15660.0"
"48506603408","술픽 마마스팜 문320 잣막걸리 12도 500ml","막걸리/탁주","19580.0"
"48506733280","술픽 마마스팜 게이샤 33도 350ml","소주","16020.0"
"48506792067","더한 서울의밤 진토닉하이볼 7도 355mlx6","국산와인/과일주","17630.0"
"48506818050","태평주가 녹두장군 죽력고 40도 500ml 잔2개 선물세트 조선3대명주 프리미엄 증류주","일반증류주","51000.0"
"48506830574","더한 서울의밤 진토닉하이볼 7도 355mlx3","리큐르주","9900.0"
"48506883153","더한 서울의밤 진토닉하이볼 7도 355mlx6","리큐르주","18020.0"
"48506944187","술픽 마마스팜 문320 잣막걸리 12도 500ml","막걸리/탁주","22000.0"
"48507161595","천년주가 천년주가 전주모주 전통주 막걸리 음료 500ml x 1개","막걸리/탁주","3000.0"
"48507458875","(방문수령)술아원 필 25도 375ml","약주","31300.0"
"48507476820","(방문수령)로아19 레드 350ml x3병","약주","37600.0"
"48507514859","(방문수령)진도홍주 명품 58도 750ml","약주","67900.0"
"48508034018","술픽 마마스팜 게이샤 33도 350ml","일반증류주","18000.0"
"48513852532","우주고래 소주에 타먹는 우주술 선물 세트 술고래 패키지","전통주선물세트","153500.0"
"48514221248","이도 담금주 25도 3.6L 친환경 유기농 소주 증류주 조은술세종 대용량 담금용 술","소주","12100.0"
"48516121264","ShoppingnT 설레이는 맛 비니거 레드와인 디비노 500ml   WC91C23 - 쇼핑엔티","국산와인/과일주","9660.0"
"48517363555","388087 에밀리아 유기농 화이트 와인 비니거 250ml","국산와인/과일주","8540.0"
"48517656729","ShoppingnT 오너클랜 보성전통 보성이금숙전통세트3호  250mlx2   WC93E89 - 쇼핑엔티","전통주","99360.0"
"48517905847","술병 담금주 약주 산삼주 상품 공 유리병 과실주 인 병","약주","168100.0"
"48518375548","술병 담금주 약주 산삼주 상품 공 유리병 과실주 인 병","약주","144570.0"
"48522341903","아름주가 도원결의 담금주 30도 3.6L 1본 담금용술 담금소주","소주","14000.0"
"48522777217","보성전통 보성이금숙전통세트3호 (250mlx2) (WC93E89)","전통주","100440.0"
"48522782379","아름주가 도원결의 담금주 30도 3.6L 1본 담금용술 담금소주","소주","12460.0"
"48522828887","술픽 순수 요리청주 미청 14도 1.5","약주","8500.0"
"48522980662","문배술[문배술 헤리티지 40% 200ml]","소주","11520.0"
"48523076136","아름주가 도원결의 담금주 30도 3.6L 4본 세트 담금용술 담금소주","소주","49840.0"
"48523355090","아름주가 도원결의 담금주 30도 3.6L 1본 담금용술 담금소주","소주","11850.0"
"48523469550","아름주가 도원결의 담금주 30도 3.6L 4본 세트 담금용술 담금소주","소주","47400.0"
"48523542948","아름주가 도원결의 담금주 30도 3.6L 4본 세트 담금용술 담금소주","소주","49280.0"
"48523632348","아름주가 도원결의 담금주 30도 3.6L 1본 담금용술 담금소주","소주","12320.0"
"48524759194","보성전통 보성이금숙전통세트3호 (250mlx2) (WC93E89)","전통주","108000.0"
"48526555373","내국양조 프리미엄 강주 50도 375ml 리큐르","리큐르주","8030.0"
"48526952435","술픽 더한주류 서울의밤 진토닉 하이볼 7도 355ml","전통주","3330.0"
"48527582589","술픽 더한주류 서울의밤 진토닉 하이볼 7도 355ml","전통주","2970.0"
"48528638741","술픽 더한주류 서울의밤 진토닉 하이볼 7도 355ml","리큐르주","3320.0"
"48528658827","조은술세종 이도 담금주 3.6L 25도","담금주","10930.0"
"48528710094","술픽 더한주류 서울의밤 진토닉 하이볼 7도 355ml","리큐르주","3330.0"
"48530758885","가정용 증류기 와인 과실주 증류주 만들기 양조 주조 양조장 발효 전통증류주 증류수 소주","소주","61150.0"
"48531984174","Sabatino Tartufi Truffle Honey 클로버 꿀 트러플 함유 스위트 앤 세이버 355ml(12온스)","전통주","30890.0"
"48532196819","가정용 증류기 와인 과실주 증류주 만들기 양조 주조 양조장 발효 전통 증류주 증류수 소주","소주","60460.0"
"48532404935","가정용 증류기 와인 과실주 증류주 만들기 양조 주조 양조장 발효 전통증류주 증류수 소주","소주","59090.0"
"48533016258","화요 25,41 375ml 하이볼 전용잔 패키지","일반증류주","31800.0"
"48533234579","[신제품]키위와인 드라이 4000(12%)375ml, 경남사천와이너리 오름주가(키위와인)","국산와인/과일주","18900.0"
"48533340312","서주 감자술","약주","3690.0"
"48537420872","[롯데백화점][아론스타트] 크리스탈 베네딕 리큐르잔 R형 80ml","전통주","136190.0"
"48537639215","고창명산품 원형 복분자주 18도 700ml  1개","복분자주","24000.0"
"48537640689","술픽 동강더덕주 산야 16도 360ml 영월더덕영농조합법인  1개","리큐르주","5000.0"
"48537640702","[더한] 매실원주 원매 프리미엄 750ml 20%  1개","국산와인/과일주","44000.0"
"48537655124","제주본초 유채꽃 제주 주간감성 16도 365ml  1개","기타전통주","11900.0"
"48537668983","대대로영농프리미엄 진도 홍주 레드썬 40도 500ml  1개","일반증류주","47000.0"
"48537695230","술픽 오크랜드 9도 750ml  1개","국산와인/과일주","17900.0"
"48537724538","성수주조 생딸기 생막걸리 6도 750ml 삼양주  1개","막걸리/탁주","8000.0"
"48537746580","제주탐라주 20도 375ml 제주감귤증류주  1개","일반증류주","7000.0"
"48537773816","달빛약주세트_왕주 솔송주 한산소곡주 오메기술 김포특주  375ml  1개","약주","35900.0"
"48537783924","술픽 종천주조 소곡주 15도 375ml  1개","약주","8500.0"
"48537802071","고창선운 복분자 과실주 330mlx9병입  9개  330ml","복분자주","58500.0"
"48537838900","선운 고창 서해안 복분자주 선운 9.9도 330ml x 6병  6개","국산와인/과일주","41000.0"
"48537848411","악양주조 악양생막걸리 6도 750ml  1개","막걸리/탁주","3500.0"
"48537852527","제주양조장 1950 감귤와인 미니어쳐 12도 80ml  1개","국산와인/과일주","7000.0"
"48537873278","선운 복분자 도자기 과실주 단품 특2호 500ml  1개","복분자주","27000.0"
"48537873516","술픽 술아원 복분자그라빠 40도 375ml  1개","일반증류주","35000.0"
